Idx,Type,Region,Name,Longitude,Latitude,MAC,IP,PMU_IDX,From,To,Delay,BW,Loss,Jitter,Status
GRIZZLY1,PMU,CAIS,GRIZZLY1,44.06835,-120.79484,None,192.168.1.58,42,None,None,None,None,None,None,0
GRIZZLY2,PMU,CAIS,GRIZZLY2,43.55835,-120.93484,None,192.168.1.59,43,None,None,None,None,None,None,0
MALIN1,PMU,CAIS,MALIN1,42.43835,-121.216546,None,192.168.1.60,44,None,None,None,None,None,None,0
MALIN2,PMU,CAIS,MALIN2,42.93835,-121.156546,None,192.168.1.61,45,None,None,None,None,None,None,0
GRIZZLY3,PMU,CAIS,GRIZZLY3,44.06835,-121.215484,None,192.168.1.62,46,None,None,None,None,None,None,0
GRIZZLY4,PMU,CAIS,GRIZZLY4,43.55835,-121.135484,None,192.168.1.63,47,None,None,None,None,None,None,0
GRIZZLY5,PMU,CAIS,GRIZZLY5,43.04835,-121.255484,None,192.168.1.64,48,None,None,None,None,None,None,0
GRIZZLY6,PMU,CAIS,GRIZZLY6,42.63835,-121.175484,None,192.168.1.65,49,None,None,None,None,None,None,0
GRIZZLY7,PMU,CAIS,GRIZZLY7,44.06835,-121.013484,None,192.168.1.66,50,None,None,None,None,None,None,0
GRIZZLY8,PMU,CAIS,GRIZZLY8,43.55835,-120.733484,None,192.168.1.67,51,None,None,None,None,None,None,0
GRIZZLY9,PMU,CAIS,GRIZZLY9,43.04835,-121.053484,None,192.168.1.68,52,None,None,None,None,None,None,0
GRIZZLYA,PMU,CAIS,GRIZZLYA,42.63835,-120.973484,None,192.168.1.69,53,None,None,None,None,None,None,0
DIABLO,PMU,CAIS,DIABLO,35.2162,-120.847567,None,192.168.1.70,54,None,None,None,None,None,None,0
DIABLO1,PMU,CAIS,DIABLO1,35.2152,-120.900567,None,192.168.1.71,55,None,None,None,None,None,None,0
GATES,PMU,CAIS,GATES,36.202099,-120.129849,None,192.168.1.72,56,None,None,None,None,None,None,0
LOSBANOS,PMU,CAIS,LOSBANOS,37.052929,-121.021929,None,192.168.1.73,57,None,None,None,None,None,None,0
TABLEMT,PMU,CAIS,TABLEMT,39.555494,-121.24,None,192.168.1.74,58,None,None,None,None,None,None,0
TEVATR,PMU,CAIS,TEVATR,37.954721,-121.18379,None,192.168.1.75,59,None,None,None,None,None,None,0
TEVATR3,PMU,CAIS,TEVATR3,38.406721,-121.10879,None,192.168.1.76,60,None,None,None,None,None,None,0
TEVATR2,PMU,CAIS,TEVATR2,38.906721,-121.27379,None,192.168.1.77,61,None,None,None,None,None,None,0
TEVATR4,PMU,CAIS,TEVATR4,38.656721,-121.23979,None,192.168.1.78,62,None,None,None,None,None,None,0
TEVATR1,PMU,CAIS,TEVATR1,38.154721,-121.18379,None,192.168.1.79,63,None,None,None,None,None,None,0
TEVATR23,PMU,CAIS,TEVATR23,37.954721,-121.13079,None,192.168.1.80,64,None,None,None,None,None,None,0
TEVATR32,PMU,CAIS,TEVATR32,37.754721,-121.23779,None,192.168.1.81,65,None,None,None,None,None,None,0
GATES1,PMU,CAIS,GATES1,36.001099,-120.129849,None,192.168.1.82,66,None,None,None,None,None,None,0
MALIN3,PMU,CAIS,MALIN3,41.80686,-121.316546,None,192.168.1.83,67,None,None,None,None,None,None,0
MALIN4,PMU,CAIS,MALIN4,41.60186,-121.316546,None,192.168.1.84,68,None,None,None,None,None,None,0
MALIN5,PMU,CAIS,MALIN5,41.80686,-121.116546,None,192.168.1.85,69,None,None,None,None,None,None,0
MALIN6,PMU,CAIS,MALIN6,41.60186,-121.116546,None,192.168.1.86,70,None,None,None,None,None,None,0
ADDBUS2,PMU,CAIS,ADDBUS2,39.056721,-121.23979,None,192.168.1.87,71,None,None,None,None,None,None,0
MIDPOINT,PMU,IPCO,MIDPOINT,42.934919,-114.419206,None,192.168.1.88,72,None,None,None,None,None,None,0
MIDPOINT3,PMU,IPCO,MIDPOINT3,42.731919,-114.419206,None,192.168.1.89,73,None,None,None,None,None,None,0
MOHAVE,PMU,IPCO,MOHAVE,34.947654,-114.595307,None,192.168.1.90,74,None,None,None,None,None,None,0
MOHAV1CC,PMU,IPCO,MOHAV1CC,35.148654,-114.595307,None,192.168.1.91,75,None,None,None,None,None,None,0
CASTAIC,PMU,LADW,CASTAIC,34.537507,-118.607375,None,192.168.1.92,76,None,None,None,None,None,None,0
CASTAI4G,PMU,LADW,CASTAI4G,34.587507,-118.658375,None,192.168.1.93,77,None,None,None,None,None,None,0
GLENDAL,PMU,LADW,GLENDAL,34.157904,-118.280282,None,192.168.1.94,78,None,None,None,None,None,None,0
OLIVE,PMU,LADW,OLIVE,34.313143,-118.690631,None,192.168.1.95,79,None,None,None,None,None,None,0
OWENSG,PMU,LADW,OWENSG,34.545782,-118.389938,None,192.168.1.96,80,None,None,None,None,None,None,0
RINALDI,PMU,LADW,RINALDI,34.380686,-118.478496,None,192.168.1.97,81,None,None,None,None,None,None,0
RINALDI3,PMU,LADW,RINALDI3,34.111686,-118.478496,None,192.168.1.98,82,None,None,None,None,None,None,0
RIVER,PMU,LADW,RIVER,34.137762,-118.299917,None,192.168.1.99,83,None,None,None,None,None,None,0
STAE,PMU,LADW,STAE,34.01865,-118.195428,None,192.168.1.100,84,None,None,None,None,None,None,0
STAE3,PMU,LADW,STAE3,34.01865,-118.395428,None,192.168.1.101,85,None,None,None,None,None,None,0
SYLMARLA,PMU,LADW,SYLMARLA,34.312456,-118.481217,None,192.168.1.102,86,None,None,None,None,None,None,0
SYLMARS,PMU,LADW,SYLMARS,34.315456,-118.891217,None,192.168.1.103,87,None,None,None,None,None,None,0
VALLEY,PMU,LADW,VALLEY,34.2436,-118.391667,None,192.168.1.104,88,None,None,None,None,None,None,0
COULEE,PMU,LADW,COULEE,47.954899,-118.997945,None,192.168.1.105,89,None,None,None,None,None,None,0
HANFORD,PMU,LADW,HANFORD,46.669335,-119.571501,None,192.168.1.106,90,None,None,None,None,None,None,0
BURNS,PMU,LADW,BURNS,43.78473,-118.77463,None,192.168.1.107,91,None,None,None,None,None,None,0
BURNS1,PMU,LADW,BURNS1,43.620189,-118.865882,None,192.168.1.108,92,None,None,None,None,None,None,0
MIDWAY,PMU,LADW,MIDWAY,35.403217,-119.450452,None,192.168.1.109,93,None,None,None,None,None,None,0
MIDWAY3,PMU,LADW,MIDWAY3,35.352217,-119.450452,None,192.168.1.110,94,None,None,None,None,None,None,0
EAGLROCK,PMU,LADW,EAGLROCK,34.150835,-118.184318,None,192.168.1.111,95,None,None,None,None,None,None,0
ELDORADO,PMU,LADW,ELDORADO,34.20835,-118.184318,None,192.168.1.112,96,None,None,None,None,None,None,0
ELDORADO3,PMU,LADW,ELDORADO3,34.101835,-118.184318,None,192.168.1.113,97,None,None,None,None,None,None,0
LITEHIPE,PMU,LADW,LITEHIPE,33.880491,-118.175177,None,192.168.1.114,98,None,None,None,None,None,None,0
LITEHIPE3,PMU,LADW,LITEHIPE3,33.829491,-118.175177,None,192.168.1.115,99,None,None,None,None,None,None,0
PARDEE,PMU,LADW,PARDEE,34.439084,-118.582763,None,192.168.1.116,100,None,None,None,None,None,None,0
PARDEE3,PMU,LADW,PARDEE3,34.388084,-118.582763,None,192.168.1.117,101,None,None,None,None,None,None,0
VALLEY3,PMU,LADW,VALLEY3,34.2436,-118.391667,None,192.168.1.118,102,None,None,None,None,None,None,0
MIDWAY1,PMU,LADW,MIDWAY1,35.453217,-119.600452,None,192.168.1.119,103,None,None,None,None,None,None,0
MIDWAY2,PMU,LADW,MIDWAY2,35.258217,-119.600452,None,192.168.1.120,104,None,None,None,None,None,None,0
MIDWAY32,PMU,LADW,MIDWAY32,35.453217,-119.405452,None,192.168.1.121,105,None,None,None,None,None,None,0
MIDWAY4,PMU,LADW,MIDWAY4,35.258217,-119.405452,None,192.168.1.122,106,None,None,None,None,None,None,0
MIDWAY5,PMU,LADW,MIDWAY5,35.453217,-119.300452,None,192.168.1.123,107,None,None,None,None,None,None,0
MIDWAY6,PMU,LADW,MIDWAY6,35.258217,-119.300452,None,192.168.1.124,108,None,None,None,None,None,None,0
BURNS2,PMU,LADW,BURNS2,43.78573,-118.97463,None,192.168.1.125,109,None,None,None,None,None,None,0
CA230TO,PMU,PGE,CA230TO,52.481674,-121.61684,None,192.168.1.126,110,None,None,None,None,None,None,0
ROUND1,PMU,PGE,ROUND1,40.857689,-121.655718,None,192.168.1.127,111,None,None,None,None,None,None,0
ROUND2,PMU,PGE,ROUND2,40.654689,-121.655718,None,192.168.1.128,112,None,None,None,None,None,None,0
TABLE1,PMU,PGE,TABLE1,39.555494,-121.640407,None,192.168.1.129,113,None,None,None,None,None,None,0
TABLE2,PMU,PGE,TABLE2,39.501494,-121.440407,None,192.168.1.130,114,None,None,None,None,None,None,0
MALIN7,PMU,PGE,MALIN7,41.80686,-121.511546,None,192.168.1.131,115,None,None,None,None,None,None,0
MALIN8,PMU,PGE,MALIN8,41.60686,-121.511546,None,192.168.1.132,116,None,None,None,None,None,None,0
CORONADO,PMU,PNM,CORONADO,34.56004,-109.277313,None,192.168.1.133,117,None,None,None,None,None,None,1
CRAIG,PMU,PNM,CRAIG,40.5152473,-107.546455,None,192.168.1.134,118,None,None,None,None,None,None,1
CRAIG3,PMU,PNM,CRAIG3,40.3142473,-107.546455,None,192.168.1.135,119,None,None,None,None,None,None,1
FOURCORN,PMU,PNM,FOURCORN,36.527401,-108.325669,None,192.168.1.136,120,None,None,None,None,None,None,1
FOURCORN3,PMU,PNM,FOURCORN3,36.857401,-108.654569,None,192.168.1.137,121,None,None,None,None,None,None,1
FCNGN4CC,PMU,PNM,FCNGN4CC,36.687401,-108.486669,None,192.168.1.138,122,None,None,None,None,None,None,1
FOURCORN4,PMU,PNM,FOURCORN4,36.856401,-108.325669,None,192.168.1.139,123,None,None,None,None,None,None,1
HAYDEN,PMU,PNM,HAYDEN,40.487041,-107.185575,None,192.168.1.140,124,None,None,None,None,None,None,1
SANJUAN,PMU,PNM,SANJUAN,37.105571,-108.243555,None,192.168.1.141,125,None,None,None,None,None,None,1
SJUANG4,PMU,PNM,SJUANG4,37.104154,-108.441191,None,192.168.1.142,126,None,None,None,None,None,None,1
FOURCOR1,PMU,PNM,FOURCOR1,36.525401,-108.655669,None,192.168.1.143,127,None,None,None,None,None,None,1
FOURCOR2,PMU,PNM,FOURCOR2,36.857401,-108.323669,None,192.168.1.144,128,None,None,None,None,None,None,1
BRIDGER2,PMU,PNM,BRIDGER2,41.734596,-108.790427,None,192.168.1.145,129,None,None,None,None,None,None,1
MONTAG1,PMU,PNM,MONTAG1,46.064672,-106.60906,None,192.168.1.146,130,None,None,None,None,None,None,1
MONTANA,PMU,PNM,MONTANA,46.565672,-106.80906,None,192.168.1.147,131,None,None,None,None,None,None,1
COLSTRP,PMU,PNM,COLSTRP,45.891161,-106.612578,None,192.168.1.148,132,None,None,None,None,None,None,1
PINTOPS,PMU,PNM,PINTOPS,38.020747,-109.314458,None,192.168.1.149,133,None,None,None,None,None,None,1
PINTO,PMU,PNM,PINTO,37.829747,-109.314458,None,192.168.1.150,134,None,None,None,None,None,None,1
HAYNES,PMU,SCE,HAYNES,33.714453,-118.146319,None,192.168.1.151,135,None,None,None,None,None,None,0
HAYNES3G,PMU,SCE,HAYNES3G,33.762453,-118.096319,None,192.168.1.152,136,None,None,None,None,None,None,0
STAB,PMU,SCE,STAB,34.11865,-118.095428,None,192.168.1.153,137,None,None,None,None,None,None,0
STAB1,PMU,SCE,STAB1,34.15865,-118.095428,None,192.168.1.154,138,None,None,None,None,None,None,0
STAB2,PMU,SCE,STAB2,33.91865,-118.095428,None,192.168.1.155,139,None,None,None,None,None,None,0
STABLD,PMU,SCE,STABLD,33.71865,-118.095428,None,192.168.1.156,140,None,None,None,None,None,None,0
STAF,PMU,SCE,STAF,34.01865,-117.995428,None,192.168.1.157,141,None,None,None,None,None,None,0
STAG,PMU,SCE,STAG,34.01865,-117.795428,None,192.168.1.158,142,None,None,None,None,None,None,0
STAJ,PMU,SCE,STAJ,34.01865,-117.995428,None,192.168.1.159,143,None,None,None,None,None,None,0
MESACAL,PMU,SCE,MESACAL,34.037454,-118.109265,None,192.168.1.160,144,None,None,None,None,None,None,0
MIRALOMA4,PMU,SCE,MIRALOMA4,34.007821,-117.7105,None,192.168.1.161,145,None,None,None,None,None,None,0
SERRANO,PMU,SCE,SERRANO,33.82931,-117.78936,None,192.168.1.162,146,None,None,None,None,None,None,0
VINCENT,PMU,SCE,VINCENT,34.636247,-118.118227,None,192.168.1.163,147,None,None,None,None,None,None,0
VINCENT3,PMU,SCE,VINCENT3,34.434247,-118.118227,None,192.168.1.164,148,None,None,None,None,None,None,0
ADELANTO,PMU,SDGE,ADELANTO,34.551015,-117.568105,None,192.168.1.165,149,None,None,None,None,None,None,0
ADELAN1,PMU,SDGE,ADELAN1,34.652015,-117.538105,None,192.168.1.166,150,None,None,None,None,None,None,0
VICTORVL,PMU,SDGE,VICTORVL,34.566258,-117.166428,None,192.168.1.167,151,None,None,None,None,None,None,0
VICTORVL3,PMU,SDGE,VICTORVL3,34.565258,-117.368428,None,192.168.1.168,152,None,None,None,None,None,None,0
LUGO,PMU,SDGE,LUGO,34.366727,-117.369299,None,192.168.1.169,153,None,None,None,None,None,None,0
MIRALOMA,PMU,SDGE,MIRALOMA,34.007821,-117.5645,None,192.168.1.170,154,None,None,None,None,None,None,0
MIRALOMA3,PMU,SDGE,MIRALOMA3,34.007821,-117.5125,None,192.168.1.171,155,None,None,None,None,None,None,0
CHOLLA,PMU,SRP,CHOLLA,34.938385,-110.303798,None,192.168.1.172,156,None,None,None,None,None,None,0
CORONADO3,PMU,SRP,CORONADO3,34.36004,-109.777313,None,192.168.1.173,157,None,None,None,None,None,None,0
NAVAJO,PMU,SRP,NAVAJO,36.903901,-111.390408,None,192.168.1.174,158,None,None,None,None,None,None,0
NAVAJO2,PMU,SRP,NAVAJO2,36.702901,-111.390408,None,192.168.1.175,159,None,None,None,None,None,None,0
MOENKOPI,PMU,SRP,MOENKOPI,35.832561,-111.448566,None,192.168.1.176,160,None,None,None,None,None,None,0
NAVAJO1,PMU,SRP,NAVAJO1,37.103549,-111.590816,None,192.168.1.177,161,None,None,None,None,None,None,0
NAVAJO22,PMU,SRP,NAVAJO22,36.703539,-111.190816,None,192.168.1.178,162,None,None,None,None,None,None,0
NAVAJO3,PMU,SRP,NAVAJO3,37.103559,-111.190816,None,192.168.1.179,163,None,None,None,None,None,None,0
